Gripe Sazonal (Influenza) | > 65 anos, crianças < 2 anos, grávidas, imunodeprimidos. | Temp > 39.5ºC, HR > 110 bpm, O2 < 92%, BP sistólica < 90. | Febre súbita, dores musculares intensas (mialgias), fadiga, tosse seca, arrepios. | Sintomas não melhoram após 3 a 5 dias ou agravam subitamente. | Evitar Ibuprofeno/AINEs em doentes com asma grave ou úlcera gástrica ativa; evitar Paracetamol em doentes com insuficiência hepática. | Qual é a sua idade? Mediu a saturação de oxigénio ou a frequência cardíaca? Tem alguma doença crónica (asma, problemas de fígado) ou alergia a medicamentos? | Se O2 < 92% ou dificuldade respiratória severa, contactar 112 ou ir à Urgência. Caso contrário: Repouso, hidratação e Paracetamol 1000mg (se não houver contraindicação hepática) para febre/dor.
Hemorroidas Ligeiras (Sangramento ou Crise Externa) | Mulheres e Homens adultos (> 30). Elevado risco em mães recentes (pós-parto), idosos encamados, pessoas com hábitos severos de obstipação, excessivos esforços diários. | Sangramento que não para passados alguns minutos. Hemorragias grandes que envolvem fezes vermelhas tipo "geleia" ou borras de café no papel. Choque: pele pálida com tonturas, tensão < 90/60. | Pequenas perdas pontuais de sangue vivo no papel higiénico. Inchaço ou nódulo externo extremamente sensível (trombosada), prurido e comichão irritante perianal e desconforto latente e ligeiro durante ou após evacuação e longas pausas sentado. | Dor constante tipo cãibra interna não tolerável a ponto de impedir o sentar permanente (Pode ser Abcesso Perianal). | Não usar pomadas corticoides de aplicação diária e frequente superior a uma semana, sem supervisão, dado promover atrofia rápida e perigosa da pele perineal circundante (fica em pergaminho fino). | A hemorragia no vaso da sanita e o sangue não param após limpar? A coloração das suas fezes mudou para preto ou bordô muito vivo, num estado diarreico? | Em sangramento que não cede passados 20 min com sintomas tontos (Emergência Médica). Se crise inflamatória comum e externa ou pequeno escape no papel higiénico ao toque: Banho com assento com jatos de água morna 10 a 15 min. Limpeza com toalhitas de bebé molhadas (excluir por total e temporariamente o uso abrasivo com papel higiénico seco), aumentar consumo massivo de líquidos e aplicar pomada lubrificante venotónica recomendada pelo farmacêutico (com lidocaína para dores).
Crise de Ansiedade Ligeira a Moderada | Estágios vitais de alta exigência psicológica e emocional (Estudantes, desemprego recente, eventos de rutura familiar aguda). | Critérios restritivos: Nunca descartar em doente Homem >45A a real probabilidade de patologia cardíaca subjacente (ver enfarte e anginas). Presença de síncope total com desmaio de vários minutos, convulsões acompanhantes. | Início brusco e sem aviso prévio de sensação de sufoco "bola/nó" forte na garganta, tremores nas extremidades das mãos, ritmo respiratório hiper-acelerado (Hiperventilação), suores repentinos das mãos e pés. Carga dramática acompanhada de pensamento trágico "vou perder o controle". | Duração superior a 40 minutos em platô severo, ou surtos em repetição contínua (mais de três episódios na mesma semana), sem histórico pessoal reconhecido para este tipo de episódios. | A toma precipitada de medicamentos psiquiátricos (Ansiolíticos) não recomendados ao paciente especificamente - os chamados "comprimidos do familiar" -, é terminantemente incorreta sem ponderação e supervisão em contexto de urgência ou na triagem primária familiar. | Sente um aperto ao nível do esterno e que parece espalhar-se pelo seu peito a subir para a face/ombros? Teve dor semelhante quando praticou exercício noutra altura ou é doente com historial cardíaco ou pulmonar e falta de ar constante? | Dor de aperto contínuo ou história prévia que aponte para dor isquémica (ligar imediatamente as vias urgentes - 112). Confirmação prévia de sintomas isolados de ansiedade ou ataque de pânico clássicos em doentes com registo e picos conhecidos e já estudados: Orientação verbal direta da técnica respiração de contenção: "Sente-se por favor, tente inspirar fortemente por quatro segundos longos até inchar toda a barriga. Expire longamente como estivesse a aliviar o ar num balão... Repita 5 vezes.", encaminhar marcação calma e tranquila de Médico de Família sem caracter emergente.
Cistite da Lua de Mel / Infeção Urinária Simples | Jovens mulheres saudáveis (16 a 40 anos), após forte frequência ou regresso recente de relações sexuais intensas (inflamação do meato uretral), baixas ingestas de água. | Se manifestar Febre de pico (> 38.0ºC) e fortes arrepios associada a náuseas e dores insuportáveis das costas aos lados/lombar, o contexto mudou severamente de Cistite (Baixa) para Pielonefrite Aguda (Infeção Renal Alta - Perigoso). | Vontade imediata, frequente e muito premente de usar a sanita emitindo contudo pingos reduzidos de urina. Sensação pungente de ardor como queimadura na parte genital final de esvaziamento uretral. Sensação de moinha/dor surda na zona púbica interior, ligeiramente acima do púbis, urina com odor acentuado. | Desaparecimento imediato sem dor após lavagem com jato água fria em dias em que haja sintomas genitais ligeiros pode despistar ou sugerir mera sensibilidade das mucosas de fricção natural e atópica e não bacteriúria local. | Não aconselhada toma prévia isolada de uma ou meia cápsula de antibióticos esquecidos nas gavetas, isso apenas mascarará infeções severas do trato renal caso atinjam as vias urinárias subjacentes ou dissimulará por poucas horas o falso controle terapêutico até recaída profunda. | A sua dor nas idas à casa de banho irradia muito fortemente e pontiaguda para trás na linha média das costas (Rins)? A sua urina apresenta sinais ou sangue bastante avermelhado? O seu quadro atual comporta calafrios com medições febris altas e superiores a 38,5C? | Febris e Lombalgias diretas associadas com dor a urinar fortes e sem pausa obrigam imediatamente à procura física do médico. Diagnóstico simples do quadro base ou rotina confirmada (Cistites Limpas): Prescrição não farmacológica local inclui aumento radical na ingesta de dois ou mais litros completos diários (esvazia ativamente e massivamente a bexiga mecânica do conteúdo), urinar de forma atempada e regular após qualquer intercurso sexual; Tomas curtas de Ibuprofeno e infusões. Agendamento prioritário ambulatorial.
Tosse Seca Irritativa Cansativa | Todos os utentes nas fases puramente intermédias de um quadro ou infeção ligeira pós-gripal clássica, asma ligeira, pós-inalações crónicas ou fortes reações polínicas locais. Exposição passiva diária a ambientes muito tóxicos com fumadores em casa ou uso laboral de quimícos gasosos (spray irritante). | Falta real, progressiva e impeditiva de fôlego/respiração de base diurna para pequenos trajetos ("sufoco" progressivo), dores em forma constritiva profunda a envolver todo o espaço da linha do diafragma aos toques curtos nas costelas e pieira intensa ruidosa parecida com pequenos gaiatos ("gatos a miar no pulmão"). | Acesso súbitos "secos em ganido/roucos" de contracções das vias de grande calibre superiores por puro ardor mucoso (Sem expetoração de expurgo / Tosse Seca). Não causa expetoração esverdeada associada às tossidelas espasmódicas noturnas ou na inalação. A dor incide no arranhão prolongado da traqueia pela pura fricção do esforço de expulsão ineficaz. | Duração permanente e insuportável de episódios reativos puros associados a tosses muito cansativas crónicas sem decréscimo há quatro semanas sem causa ou sintomas de origem virológica, obrigam ao despiste profilático e à eliminação na presença de doentes com hábitos acentuados contínuos como fumadores pesados ou trabalhadores tóxicos da inalação do amianto. | Tosses francamente acompanhadas em profundidade de purulências espessas "tipo cimento gordo amarelo/sangrentos" e febris com agravos diários acentuados do doente impedem totalmente o doente auto medicar-se num xarope sedativo central, a não expectoração vai atuar como o selo asfixiante letal e acumular rolhões pulmonares críticos nos pulmões agravando com isso piores cenários e paralisia pulmonar respiratória do brônquios lobares. | Sente dificuldade e astenia real em esticar normalmente as respirações sem começar desde logo em chiadeiras? Este episódio ou os últimos acessos noturnos profundos expulsam alguma purga mucosa cheia de cor escura, verde densa ou manchada ligeira por traços sangrentos das veias dos canais dos bronquiolos? | Escuta respiratória grave com suspeitas reativas crónicas impeditivas noturnas graves: Referencia Urgente a Avaliação Pulmonar / Médico Local. Terapêutica paliativa ligeira no combate primário (Tosse limpa, seca pós infeção benigna sazonal/Ardor Ligeiro Alérgico Isolado): Beber chás quentes (Chá do limão, flor melaleuca), hidratações maciças profundas (só com a fluidificação intensa geral), o doente poderá em SOS para dormir atempadamente procurar soluções pontuais não-receitadas antitússicas comuns não sedativas à base natural local (xarope das gomas das acacias/dextrometorfanos), em conjunto a humificações caseiras das vaporizações por ar quente e uso noturno de compressas no alto do pescoço ou rebuçados comuns calmantes balsâmicos que promovam uma maior humidificação central mecânica pela secreção da saliva de alívio rápido nos tubos aéreos locais.
Traumatismo Craniano Ligeiro (TCE) | Idosos (> 65 anos), pessoas a tomar anticoagulantes ("afinam o sangue"), alcoólicos crónicos. | Vómitos "em jato" repetidos, pupilas de tamanhos diferentes (anisocoria), sonolência profunda/letargia, perda de conhecimento > 1 minuto. | Dor de cabeça na zona da pancada, ligeira tontura imediata ("ver estrelas"), galo (hematoma) no couro cabeludo. | Dor de cabeça que em vez de aliviar, agrava progressivamente nas primeiras 24 a 48 horas. | É ESTRITAMENTE CONTRAINDICADO tomar Aspirina ou Ibuprofeno após bater com a cabeça (aumentam drasticamente o risco de hemorragia cerebral fatal). | Perdeu os sentidos ou desmaiou depois da pancada? Está a tomar algum medicamento para afinar o sangue? Tem tido vómitos que não consegue controlar? | Se toma anticoagulantes ou vomitou: URGÊNCIA IMEDIATA (necessita TAC). Se não: Aplicar gelo envolvido num pano por 15 min. Tomar apenas Paracetamol. Manter vigilância nas próximas 24h (acordar de 4 em 4 horas se for dormir).
Hemorragia Nasal (Epistáxis) | Crianças pequenas (fricção local/dedo no nariz), idosos, doentes com hipertensão arterial grave. | BP sistólica > 180 (pode ser o motor da hemorragia), perda de sangue tão massiva que causa palidez extrema, tonturas ou batimento > 110 bpm. | Saída contínua de sangue vivo pelas narinas ou a escorrer para trás em direção à garganta, sabor a sangue na boca. | Hemorragia que não para após 15 a 20 minutos de compressão correta e ininterrupta. | Contraindicado deitar a cabeça para trás (o sangue vai para o estômago e provoca vómitos e risco de asfixia). | O sangue escorre muito para a sua garganta? Tem a tensão arterial muito alta neste momento? Está a tomar medicação anticoagulante (ex: Varfarina)? | Se não parar em 20 min ou tensão alta: Ir à Urgência. Para estancar em casa: Sentar direito, inclinar a cabeça LIGEIRAMENTE PARA A FRENTE, apertar a parte mole do nariz (narinas) com os dedos como uma mola durante 15 minutos sem soltar. Gelo na nuca.
Ferida Corto-contusa (Corte Profundo) | Cozinheiros, trabalhadores da construção civil, crianças a brincar. Risco de Tétano se vacina não estiver em dia. | Sangramento em "repuxo" pulsátil (atingiu uma artéria), amputação parcial, osso ou tendão visível, dormência total abaixo do corte. | Corte na pele com bordos afastados, sangramento tipo babagem contínua, dor localizada forte. | Feridas abertas (bordos não juntam) precisam de sutura (pontos) idealmente nas primeiras 6 a 8 horas para fechar sem infeção. | Contraindicada a aplicação de álcool puro, pó de café, teias de aranha ou pomadas em cortes abertos profundos. Não remover objetos espetados (ex: faca, vidro). | Consegue ver os bordos da ferida muito afastados ou a camada de gordura/osso? O sangue sai aos jatos (a pulsar)? Tem a vacina do tétano atualizada (últimos 10 anos)? | Se sangue a pulsar: LIGAR 112, fazer garrote/pressão extrema. Se corte profundo mas controlável: Ir ao Centro de Saúde ou Urgência para levar pontos/agrafos. Primeiros socorros: Lavar abundantemente com soro fisiológico ou água da torneira, cobrir com compressa esterilizada e fazer pressão direta.
Hipoglicemia Aguda (Baixa de Açúcar) | Diabéticos tipo 1 e 2 a fazerem insulina, jejum extremo prolongado, consumo excessivo de álcool sem comer. | Perda de consciência (desmaio/coma), convulsões (Emergência neurológica). | Suores frios abundantes, tremores intensos nas mãos, palidez, batimento cardíaco acelerado (palpitações), fome voraz súbita, irritabilidade extrema, confusão mental. | Evolução em minutos. Se não for revertida pode causar danos cerebrais graves. | Se o doente estiver inconsciente ou incapaz de engolir, NUNCA tentar deitar líquidos ou comida na boca (risco de asfixia/pneumonia de aspiração). | O doente é diabético? Está consciente e consegue engolir sem se engasgar? Mediu a glicémia (açúcar no sangue), qual é o valor (abaixo de 70 mg/dl)? | Se inconsciente/convulsão: LIGAR 112 (necessita injeção de Glucagon). Se consciente: Ingerir imediatamente 15g de hidratos de carbono rápidos (ex: 3 pacotes de açúcar diluídos num pouco de água, ou 1 copo de sumo de fruta pacote). Esperar 15 min e voltar a medir. Se normalizar, comer uma sandes ou refeição complexa.
Síncope Vasovagal (Desmaio Comum / Quebra de Tensão) | Jovens adultos, locais muito quentes e fechados (transportes públicos), doentes que passam muito tempo de pé sem mexer as pernas. | Desmaio que ocorre DEITADO, desmaio durante esforço desportivo intenso, desmaio com dor no peito (Suspeitas de doença cardíaca grave - Arritmia/Enfarte). | Sensação prévia de fraqueza extrema, zumbidos agudos, visão a ficar "turva" ou "negra" (visão em túnel), suores frios, náuseas, seguido de perda de força e queda rápida. | Tempo de inconsciência dura tipicamente menos de 1 minuto. Se demorar mais de 3-5 minutos, não é síncope comum. | Contraindicado tentar meter o doente de pé à força imediatamente a seguir ao desmaio ou dar-lhe água antes de estar perfeitamente lúcido. | Sentiu o peito a apertar antes de desmaiar? Estava deitado quando perdeu os sentidos? A pessoa demorou mais de 2 minutos a acordar? | Se desmaiou durante esforço físico ou dor no peito: LIGAR 112. Se foi quebra de tensão/calor: Deitar a pessoa no chão num local arejado, elevar as pernas da pessoa bem acima do nível da cabeça (posição de Trendelenburg). Arrefecer rosto com compressa molhada. Não levantar de repente.
Crise de Gota (Ataque Agudo) | Homens > 40 anos, dietas ricas em purinas (marisco, carnes vermelhas, cerveja), pessoas com níveis crónicos altos de Ácido Úrico. | Febre alta (> 38.5ºC) com arrepios e a articulação vermelha e quente pode indicar Infeção Articular (Artrite Sética), que é uma emergência para o membro. | Dor excruciante, de início rápido (muitas vezes a meio da noite), frequentemente na base do dedo grande do pé (Podagra), joelho ou tornozelo. Articulação vermelha, brilhante, inchada e a escaldar. | A dor atinge a sua pior intensidade nas primeiras 12 a 24 horas. | Contraindicada a toma isolada ou aumento da dose de Alopurinol DURANTE a crise aguda (pode agravar o depósito de cristais). | A dor é no dedo grande do pé e começou de forma súbita à noite? Tem febre alta ou sentiu arrepios de frio? A articulação está tão sensível que até o lençol da cama a tocar faz doer? | Se febre alta associada: Urgência Hospitalar (descartar infeção). Para a crise de gota padrão: Repouso absoluto da articulação com o pé elevado. Tomar AINEs em dose alta (Ibuprofeno ou Naproxeno) se não tiver problemas de rins ou estômago. Dieta sem álcool e beber 3 litros de água por dia. Marcar consulta.
Trombose Venosa Profunda (TVP) | Pessoas recentemente acamadas ou operadas, grávidas, toma de pílula contracetiva, doentes oncológicos, viagens de avião prolongadas. | Falta de ar súbita, dor no peito a respirar e tosse com sangue (Embolia Pulmonar - o coágulo foi para o pulmão). É perigo de morte imediato. | Dor surda tipo cãibra profunda na perna (gémeos/barriga da perna), inchaço visível e duro apenas Numa perna (assimetria), pele quente e ligeiramente avermelhada ou azulada na perna afetada. | Sintomas que se instalam em horas ou dias e pioram ao caminhar. | ESTRITAMENTE CONTRAINDICADA a realização de massagens fortes ou mezinhas caseiras na perna afetada (pode libertar o coágulo de sangue para os pulmões). | Sentiu uma dor súbita no peito ou dificuldade respiratória depois do inchaço da perna? Uma perna está visivelmente mais inchada (gorda) que a outra? Fez alguma viagem longa de avião nos últimos 15 dias? | Se tiver falta de ar ou dor no peito: LIGAR 112 (Risco de Embolia Pulmonar). Se inchaço e dor aguda apenas numa perna: Dirigir-se ao Serviço de Urgência IMEDIATAMENTE (precisa de ecodoppler e anticoagulantes). Não massajar de todo.
Mordedura de Animal (Cão / Gato) | Profissionais de veterinária, crianças, donos de animais não vacinados (risco de raiva). | Dificuldade respiratória ou febre no dia seguinte (infeção sistémica severa por Pasteurella multocida, comum na boca dos gatos). | Ferida perfurante profunda (marcas dos caninos), tecidos rasgados, inchaço rápido e muita dor, sangramento moderado a severo. | O risco de infeção sobe exponencialmente após 12 horas, especialmente em mordeduras de gato (dentes finos e longos fecham a bactéria lá dentro). | Contraindicada a sutura (pontos) fechada e hermética de feridas de mordedura no hospital, pois a probabilidade de infeção bacteriana é de quase 100%. | O corte atingiu a sua face, mãos ou articulações importantes? O animal é desconhecido ou pode não ter a vacina da raiva? O sangue sai de forma a latejar (em repuxos)? | Todas as mordeduras que quebrem a pele devem ser vistas num Centro de Saúde ou Urgência para limpeza profunda e iniciar antibiótico (Amoxicilina+Ácido Clavulânico). Primeiros socorros: Lavar a ferida exaustivamente com água morna corrente e sabão durante 10 a 15 minutos, para remover a saliva do animal. Controlar a hemorragia.
Intoxicação Alimentar Aguda | Pessoas que consumiram alimentos mal acondicionados, carne de aves mal passada (Salmonella), maionese, ou água contaminada. | Sinais severos de Desidratação: Confusão mental, não urinar há > 8h, pulso muito fraco e rápido, visão turva ao pôr-se de pé. | Vómitos intensos, cólicas abdominais severas tipo torção, diarreia aquosa (por vezes com febre baixa), dores no corpo. Começam de 2 a 12 horas após a refeição suspeita. | Casos em que os vómitos impedem por completo a retenção da mais ínfima quantidade de água por mais de 12 horas. | Não usar medicação para "travar" a diarreia (Imodium) ou para "parar" de vomitar nas primeiras horas. O corpo precisa de expulsar a toxina ingerida. | Alguém que comeu do mesmo prato está com sintomas parecidos? Consegue reter um pequeno gole de água ou vomita logo de seguida? Há sangue nas fezes ou na sanita? | Se sinais de desidratação ou febre muito alta: Urgência Hospitalar para soro na veia. Tratamento em casa: Fazer repouso absoluto, não tentar comer nas primeiras horas. Beber Soro de Reidratação Oral colher a colher, lentamente, para evitar estimular o vómito.
Golpe de Calor / Exaustão pelo Calor | Trabalhadores agrícolas, atletas em pleno verão, bebés trancados em viaturas, idosos em vagas de calor (desidratam sem dar por isso). | Golpe de Calor (Heatstroke) - Perigo de Morte: Temperatura do corpo > 40ºC COM pele seca (parou de suar) E confusão mental ou delírio. | Exaustão pelo calor (fase prévia): Suores abundantes, pele fria e pegajosa, pulso rápido e fraco, náuseas, tonturas intensas, dor de cabeça, cãibras musculares agudas. | Sem intervenção imediata, a exaustão (reversível) passa a golpe de calor (falência multiorgânica) em questão de horas. | É contraindicado dar bebidas com cafeína (café/bebidas energéticas) ou álcool (são diuréticos e pioram a desidratação grave). | A pessoa deixou subitamente de suar e está com a pele seca a escaldar? Está a falar coisas sem sentido (delírio) ou desmaiou? A febre corporal passou dos 40ºC? | Se pele seca, não sua, letargia ou febre > 40ºC: EMERGÊNCIA LIGAR 112 (Arrefecer a pessoa no local com toalhas geladas e ventoinhas enquanto espera). Se apenas exaustão (suada mas lúcida): Levar para um local fresco/sombra, dar goles de água fresca ou bebida isotónica (desportiva), repouso absoluto.
Herpes Zoster (Zona) | Idosos (> 60 anos), pessoas que tiveram varicela no passado e agora estão com o sistema imunitário em baixo (stress crónico, doença grave). | Se a erupção vermelha e as bolhas afetarem a face perto do olho ou da ponta do nariz (Sinal de Hutchinson), risco enorme de cegueira (Urgência Oftalmológica imediata). | Dor em formato de queimação, choque elétrico ou "fogo" na pele num lado do tronco (segue o trajeto de um nervo). Aparecimento 2 dias depois de manchas vermelhas com pequenas bolhas de água dolorosas. NUNCA cruza para o outro lado da barriga/costas. | Os antivirais (Aciclovir) devem ser iniciados nas primeiras 72 horas para prevenir dor crónica vitalícia (Nevralgia pós-herpética). | Contraindicado coçar as bolhas ou rebentá-las (vírus ativo e muito contagioso). Mulheres grávidas não imunes à varicela devem afastar-se imediatamente do doente. | As manchas parecem formar um "cinto" ou faixa, parando exatamente a meio da sua barriga ou costas sem passar para o outro lado? A dor parece choques elétricos? Atingiu a zona perto do olho? | Se a mancha estiver perto do olho ou da orelha: Urgência imediata. Caso contrário: Consultar Médico de Família no prazo máximo de 1 a 2 dias para receita de antiviral oral. Para alívio da dor: Paracetamol. Não usar roupas justas por cima das lesões para não causar fricção.
Dermatite de Contacto (Alergia Tópica) | Profissionais de limpeza, cabeleireiros, pessoas em contacto com plantas venenosas, bijuteria barata (níquel). | Falta de ar, pieira pulmonar e inchaço rápido do pescoço ou lábios (A dermatite passou a anafilaxia sistémica). | Vermelhidão intensa com limite bem definido (apenas onde o objeto/produto tocou), comichão enlouquecedora, pequenas borbulhas cegas ou ligeira escamação. | Se envolver contacto com produtos químicos industriais ou lixívias fortes, a duração do químico na pele aprofunda a queimadura. | Contraindicado o uso prolongado de pomadas com corticoides de alta potência no rosto ou genitais sem receita médica (afinam a pele). | Sentiu falta de ar ou língua inchada após o contacto com o produto? A lesão limita-se apenas à forma do relógio/colar/luva que usou ou está espalhada pelo corpo todo? | Em caso de reação só no local do contacto: Lavar abundantemente com água e sabão neutro para remover os resíduos do químico. Aplicar pomada de hidrocortisona de venda livre para reduzir o eczema. Tomar um anti-histamínico (ex: Cetirizina) para travar a comichão noturna.
Candidíase Vulvovaginal (Infeção Fúngica) | Mulheres adultas, pós-toma recente de antibióticos de largo espectro, diabéticas mal controladas, gravidez. | Dor pélvica profunda permanente, febre associada a corrimento esverdeado com odor a "peixe podre" (Alarme para Doença Inflamatória Pélvica / DST bacteriana - Tricomoníase). | Comichão (prurido) intenso na vulva e entrada da vagina, vermelhidão local forte, corrimento branco espesso (com aspeto de queijo fresco / requeijão) inodoro ou com cheiro a fermento. Ardor ao urinar pelo contacto da urina com a pele irritada. | Infeção não emergente, mas muito desconfortável. Reincidências frequentes (+4 por ano) exigem estudo imunitário/diabético. | Contraindicado fazer "duches vaginais" profundos com gel de banho normal (destrói o Ph natural e as bactérias protetoras de Döderlein). Evitar roupas interiores sintéticas (nylon/renda). | O corrimento tem uma cor esverdeada ou cheiro muito intenso e mau? Sente dores no fundo da barriga parecidas com cólicas mas que não param? É a primeira vez que tem estes sintomas? | Se cheiro fétido, dor pélvica ou grávida: Marcar consulta com Ginecologista. Se for o quadro clássico de "requeijão" que a mulher já conhece: Uso de creme antifúngico ginecológico e óvulos vaginais de venda livre (ex: Clotrimazol). Usar cuecas exclusivas de 100% algodão e evitar calças muito justas.
Conjuntivite Alérgica (Reação Ocular) | Pessoas com febre dos fenos, rinite sazonal, expostas a poeiras intensas ou pêlo de animal recente. | Pupila assimétrica, perda real e brusca de visão de longe, dor extrema como se fosse "facada" dentro do olho (Isso é perigo grave de Glaucoma Agudo, não alergia). | Ambos os olhos afetados simultaneamente, comichão terrível (o sintoma principal é comichão e não dor), olhos muito molhados a lacrimejar sem parar (lágrimas claras, não pus), esclera (parte branca) avermelhada, pálpebras ligeiramente inchadas. | Sintomas exacerbam rapidamente perante o contacto com o pólen/pó e aliviam assim que a fonte alérgica é removida. | ESTRITAMENTE PROIBIDO usar colírios (gotas) com corticoides que se tenham em casa "de restos" sem avaliação oftalmológica, pois num olho com possível úlcera podem causar perfuração da córnea. | Sente dor forte e profunda quando roda o olho? Tem os olhos colados com remela grossa e amarela ao acordar (suspeita de infeção, não alergia)? Vê a luz rodeada de anéis (halos)? | Se vir embaçado ou dor profunda: Urgência. Para alergia típica de Primavera: Não esfregar o olho (agrava as histaminas). Lavar os olhos com Soro Fisiológico frio para limpar o pólen. Tomar um anti-histamínico oral (ex: Loratadina). Usar óculos de sol na rua para proteção barreira física.
Dor Cervical com Irradiação (Cervicobraquialgia / Nervo Trilhado) | Adultos 30-50 anos, postura incorreta crónica ("pescoço de texto" / smartphones), trabalhos repetitivos a olhar para baixo. | Perda de força óbvia numa das mãos (deixa cair objetos como chávenas sem querer), não consegue levantar um dos braços para cima do ombro, dormência espessa ou formigueiro que não alivia em repouso (Compressão medular ou de nervo grave). | Dor rígida na nuca e ombro, que emite choques elétricos ou "uma moinha quente" a descer pelo braço até aos dedos (geralmente polegar e indicador). Piora ao rodar ou dobrar o pescoço para o lado afetado. | Formigueiro que progrida de ligeiro a perda de sensibilidade total em horas. | Evitar manipuladores de coluna (estalos no pescoço/osteopatia não clínica) durante a fase aguda e sem exames imagiológicos prévios (risco de rasgar a artéria vertebral ou piorar a hérnia). | Sente que a sua mão ou braço perdem a força a ponto de deixar cair um copo? Consegue sentir o toque ligeiro nos seus dedos com a mesma intensidade da outra mão? Tem a "fala enrolada"? | Se perda de força real ou dificuldade na fala: Urgência Hospitalar (suspeita de AVC ou hérnia extrusa). Se for dor neuropática clássica: Aplicação de calor morno na nuca. Uso cauteloso de colar cervical macio apenas para dormir. Ibuprofeno intercalado com Paracetamol. Marcar consulta no médico de família para fisioterapia.
